8021;Total Provinces;ID;ENG;Region
13.16666701;32.66666701;PROV4636;Kusti;Sudan
4.00000001;31.66666701;PROV4637;Gondokoro;Sudan
5.10891801;35.59810601;PROV4638;Kangala;Sudan
4.5775693;28.3987842;PROV4639;Yambiyu;Sudan
8.6452399;25.2837585;PROV4640;Raga;Sudan
8.7670867;27.3998369;PROV4641;Aweil;Sudan
9.273123;24.417404;PROV4642;Kafia Kingi;Sudan
8.640865;28.688583;PROV4643;Kuajok;Sudan
6.805762;29.676132;PROV4644;Rumbik;Sudan
7.66000001;29.00000001;PROV4645;Bentiu;Sudan
6.80016871;33.12671701;PROV4646;Pibor Post;Sudan
7.87844601;32.79197601;PROV4647;Akubu;Sudan
9.09483851;31.06790701;PROV4648;Fangak;Sudan
9.55000001;31.65000001;PROV4649;Malakal;Sudan
9.83000001;32.80000001;PROV4650;ar-Rank;Sudan
9.89407251;32.10930671;PROV4651;Kodok;Sudan
14.41729001;30.39602101;PROV4652;Kagmar;Sudan
15.56142851;29.04599271;PROV4653;Sodiri;Sudan
12.00000001;28.43333301;PROV4654;an-Nahud;Sudan
9.58989571;28.43675511;PROV4655;Abyei;Sudan
11.71754001;28.34000601;PROV4656;al-Fula;Sudan
10.63638911;30.37972201;PROV4657;Talodi;Sudan
6.96666701;45.35000001;PROV4658;Wardheer;Ethiopia
8.46441241;44.09603111;PROV4659;Dhagaxbuur;Ethiopia
9.35678381;42.79551851;PROV4660;Jigjiga;Ethiopia
5.11271401;40.65433901;PROV4661;Filtu;Ethiopia
6.73333301;44.26666701;PROV4662;Qabridahare;Ethiopia
5.33268471;39.57435191;PROV4663;Negele Borana;Ethiopia
3.53998461;39.05284071;PROV4664;Mooyalee;Ethiopia
7.01157161;39.97610121;PROV4665;Goba;Ethiopia
8.54138901;39.26888901;PROV4666;Adaamaa;Ethiopia
9.08333301;36.55000001;PROV4667;Naqamtee;Ethiopia
8.15134211;35.53568661;PROV4668;Gore;Ethiopia
8.02500001;34.58333301;PROV4669;Gambela;Ethiopia
8.55000001;37.85000001;PROV4670;Hosaena;Ethiopia
7.26719011;36.24681281;PROV4671;Bonga;Ethiopia
11.75000001;36.18333301;PROV4672;Dangur;Ethiopia
13.88333301;36.53333301;PROV4673;Nogara;Ethiopia
12.03089871;39.04762981;PROV4674;Lalibela;Ethiopia
11.85000001;38.01666701;PROV4675;Debre Tabor;Ethiopia
9.67665881;39.53299761;PROV4676;Debre Berhan;Ethiopia
10.16638901;40.64527801;PROV4677;Gewane;Ethiopia
11.56666701;41.43333301;PROV4678;Asaita;Ethiopia
14.13403171;38.74729051;PROV4679;Axum;Ethiopia
14.28038811;36.61749021;PROV4680;Humera;Ethiopia
12.02659821;37.30348451;PROV4681;Lake Tana;Lake
15.78333301;38.45000001;PROV4682;Keren;Ethiopia
0.51555601;42.07333301;PROV4683;Afmadoow;Horn of Africa
3.33040721;42.21897811;PROV4684;Garbahaareey;Horn of Africa
3.81310831;42.54605731;PROV4685;Luuq;Horn of Africa
1.71746561;44.76861351;PROV4686;Marka;Horn of Africa
0.49191951;42.77843701;PROV4687;Jilib;Horn of Africa
2.88000001;45.50080001;PROV4688;Jowhaar;Horn of Africa
4.73583301;45.20361101;PROV4689;Beledweyne;Horn of Africa
3.76138891;47.29916671;PROV4690;Mareeg;Horn of Africa
5.35999991;48.52555601;PROV4691;Hobyo;Horn of Africa
7.98079961;49.81506611;PROV4692;Eyl;Horn of Africa
9.49858001;50.81052611;PROV4693;Bandar Beyla;Horn of Africa
11.28547831;51.07625361;PROV4694;Baargaal;Horn of Africa
11.28472201;49.18250001;PROV4695;Boosaaso;Horn of Africa
10.71388901;48.33472201;PROV4696;Badhan;Horn of Africa
9.14905221;48.42003271;PROV4697;Taleex;Horn of Africa
9.52416701;45.53694401;PROV4698;Burco;Horn of Africa
10.61805601;47.37000001;PROV4699;Ceerigaabo;Horn of Africa
10.92000001;45.01010001;PROV4700;Barbara;Horn of Africa
9.93305601;43.18166701;PROV4701;Boorama;Horn of Africa
3.52109161;39.05462621;PROV4702;Moyale;East Africa
3.11666701;35.60000001;PROV4703;Lodwar;East Africa
2.35100701;36.29759101;PROV4704;Lemagoris;East Africa
1.09314311;36.70183111;PROV4705;Maralal;East Africa
0.05147211;37.64560421;PROV4706;Meru;East Africa
0.51666701;35.28333301;PROV4707;Eldoret;East Africa
0.28273071;34.75186311;PROV4708;Kakamega;East Africa
-1.08333301;35.86666701;PROV4709;Narok;East Africa
-3.40000001;37.68333301;PROV4710;Taveta;East Africa
-3.21918641;40.11689061;PROV4711;Malindi;East Africa
-2.26955751;40.90064081;PROV4712;Lamu;East Africa
1.74883881;40.05863301;PROV4713;Wajir;East Africa
3.93563891;41.85511621;PROV4714;Mandera;East Africa
-1.51768371;37.26341461;PROV4715;Machakos;East Africa
-1.50000001;40.03333301;PROV4716;Hola;East Africa
3.62682221;36.00232251;PROV4717;Lake Rudolf;Lake
3.03833301;30.91083301;PROV4718;Arua;East Africa
1.43194401;31.35250001;PROV4719;Hoima;East Africa
0.66000001;30.27500001;PROV4720;Fort Portal;East Africa
-0.61333311;30.6583331;PROV4721;Mbarara;East Africa
-0.34000001;31.74000001;PROV4722;Masaka;East Africa
0.42444401;33.20416701;PROV4723;Jinja;East Africa
1.08055601;34.17500001;PROV4724;Mbale;East Africa
2.53000001;34.67000001;PROV4725;Moroto;East Africa
2.24722201;32.90000001;PROV4726;Lira;East Africa
1.50470511;32.94376671;PROV4727;Lake Kyoga;Lake
1.77178651;30.98763211;PROV4728;Lake Albert;Lake
-0.32560711;29.69626771;PROV4729;Lake Edward;Lake
-2.60000001;29.75000001;PROV4730;Astrida;East Africa
-1.49945101;30.12681181;PROV4731;Gitega;East Africa
-2.04484311;29.18557851;PROV4732;Lake Kivu;Lake
-1.50000001;33.80000001;PROV4733;Musoma;East Africa
-3.66194401;33.42305601;PROV4734;Shinyanga;East Africa
-1.33333301;31.81666701;PROV4735;Bukoba;East Africa
-3.49443131;31.98996481;PROV4736;Ushirombo;East Africa
-6.35000001;31.06666701;PROV4737;Mpanda;East Africa
-7.91666701;33.51666701;PROV4738;Masimba;East Africa
-6.79290001;33.22450001;PROV4739;Kitunda;East Africa
-5.07767951;32.06954061;PROV4740;Urambo;East Africa
-5.01666701;32.80000001;PROV4741;Tabora;East Africa
-4.82000001;34.74000001;PROV4742;Singida;East Africa
-3.33488301;37.34038101;PROV4743;Moshi;East Africa
-4.90684181;35.78981061;PROV4744;Kondoa;East Africa
-6.17305601;35.74194401;PROV4745;Dodoma;East Africa
-5.71079181;34.97822051;PROV4746;Saranda;East Africa
-7.77000001;35.69000001;PROV4747;Iringa;East Africa
-8.91475281;34.68565091;PROV4748;Njombe;East Africa
-10.71700001;38.80000001;PROV4749;Masasi;East Africa
-9.80126751;37.92017511;PROV4750;Liwale;East Africa
-8.68255601;36.71691901;PROV4751;Mahenge;East Africa
-8.75595391;39.41165191;PROV4752;Kilwa Kivinje;East Africa
-6.43333301;38.90000001;PROV4753;Bagamoyo;East Africa
-5.08887511;39.10232281;PROV4754;Tanga;East Africa
8.40916701;20.65305601;PROV4755;Ndele;Central Africa
10.29400001;22.78200001;PROV4756;Birao;Central Africa
6.53694401;21.99194401;PROV4757;Bria;Central Africa
5.03333301;25.13333301;PROV4758;Zemio;Central Africa
4.73742501;22.81946201;PROV4759;Bangassou;Central Africa
6.98136301;19.18878001;PROV4760;Fort Crampel;Central Africa
4.86650181;17.98281381;PROV4761;Mbaiki;Central Africa
6.31722201;16.37833301;PROV4762;Bozoum;Central Africa
5.95000001;15.00000001;PROV4763;Bouar;Central Africa
14.32721911;4.97665401;PROV4764;Illela;West Africa
12.43175851;4.19562121;PROV4765;Birnin Kebbi;West Africa
12.00000001;6.58972201;PROV4766;Kaura Namoda;West Africa
11.15000001;6.66666701;PROV4767;Gusau;West Africa
10.40300001;5.47300001;PROV4768;Kontagora;West Africa
9.75000001;7.92972201;PROV4769;Jemma;West Africa
11.06666701;8.00000001;PROV4770;Zaria;West Africa
11.51848181;7.31292991;PROV4771;Funtua;West Africa
12.98333301;7.00000001;PROV4772;Katsina;West Africa
11.86257701;8.99908011;PROV4773;Gaya;West Africa
11.06666701;9.56666701;PROV4774;Ningi;West Africa
10.31583301;9.84416701;PROV4775;Bauchi;West Africa
11.70111101;9.34194401;PROV4776;Dutse;West Africa
11.67416701;10.19111101;PROV4777;Azare;West Africa
10.28333301;11.16666701;PROV4778;Gombe;West Africa
9.00000001;9.96666701;PROV4779;Wase;West Africa
8.49166701;8.51666701;PROV4780;Lafia;West Africa
11.35593101;4.63910301;PROV4781;Yelva;West Africa
9.21100891;5.029299101;PROV4782;Rabba;West Africa
9.08333301;7.01666701;PROV4783;Bida;West Africa
12.62833301;9.3897221;PROV4784;Gumel;West Africa
12.87916701;11.25000001;PROV4785;Nguru;West Africa
12.74444401;11.96111101;PROV4786;Damaturu;West Africa
12.92296521;13.76393771;PROV4787;Kukawa;West Africa
10.11000001;12.19500001;PROV4788;Biu;West Africa
7.43333301;11.50000001;PROV4789;Uba;West Africa
9.20349631;12.49538991;PROV4790;Yola;West Africa
8.18241341;9.74835271;PROV4791;Ibi;West Africa
7.38333301;9.75000001;PROV4792;Idah;West Africa
6.16666701;6.78333301;PROV4793;Onitsha;West Africa
5.95000001;8.32500001;PROV4794;Calabar;West Africa
7.11666701;5.36666701;PROV4795;Aba;West Africa
5.51666701;7.75000001;PROV4796;Warri;West Africa
7.25000001;6.19500001;PROV4797;Akure;West Africa
7.98166671;6.75000001;PROV4798;Lokoja;West Africa
7.62111101;5.22138901;PROV4799;Ado Ekiti;West Africa
9.08333301;4.85000001;PROV4800;Kisi;West Africa
9.90377511;4.40534971;PROV4801;Wawa;West Africa
5.96305131;10.15912131;PROV4802;Bamenda;Central Africa
5.46666701;10.41666701;PROV4803;Bafoussam;Central Africa
2.93500001;9.91000001;PROV4804;Kribi;Central Africa
3.16666701;13.61666701;PROV4805;Lomie;Central Africa
3.51666701;15.00000001;PROV4806;Yokadouma;Central Africa
5.55000001;12.31666701;PROV4807;Yoko;Central Africa
6.46666701;12.63333301;PROV4808;Tibati;Central Africa
8.27881801;12.31484001;PROV4809;Laro;Central Africa
8.67024701;14.17856291;PROV4810;Rey Bouba;Central Africa
7.15000001;13.80000001;PROV4811;Garoua;Central Africa
-3.17822401;16.20552101;PROV4812;Kwamouth;Central Africa
-5.69228101;16.58605101;PROV4813;Popokabaka;Central Africa
-6.47834201;16.81659201;PROV4814;Kasongo-Lunda;Central Africa
-7.70966601;19.04241901;PROV4815;Bindu;Central Africa
-4.83270701;18.72825601;PROV4816;Leverville;Central Africa
-3.31666701;17.36666701;PROV4817;Bandundu;Central Africa
-2.16666701;16.23333301;PROV4818;Bolobo;Central Africa
-0.31003981;18.93833771;PROV4819;Biang;Central Africa
-1.95000001;18.26666701;PROV4820;Inongo;Central Africa
-2.71627411;18.15236861;PROV4821;Kutu;Central Africa
-3.38619531;19.48540611;PROV4822;Oshwe;Central Africa
-4.31666701;20.06000001;PROV4823;Port-Francqui;Central Africa
-5.35000001;21.00416667;PROV4824;Luebo;Central Africa
-5.35000001;21.41666701;PROV4825;Sandoa;Central Africa
-10.68578841;22.33973771;PROV4826;Dilolo;Central Africa
-10.98333301;26.73333301;PROV4827;Jadotville;Central Africa
-12.75000001;28.56000001;PROV4828;Sakania;Central Africa
-10.37200001;28.61400001;PROV4829;Kasenga;Central Africa
-8.72724901;28.68251001;PROV4830;Lukonzolwa;Central Africa
-9.15224231;25.82851531;PROV4831;Bukama;Central Africa
-7.30000001;27.45000001;PROV4832;Kibengo;Central Africa
-8.73861101;24.99055601;PROV4833;Lunga;Central Africa
-8.19880561;26.42529061;PROV4834;Kinkondja;Central Africa
-7.3434841;25.5769899;PROV4835;Kabongo;Central Africa
-7.85084021;24.12312641;PROV4836;Mutombo-Mukulu;Central Africa
-6.13000001;24.48000001;PROV4837;Kabinda;Central Africa
-5.38345401;25.74568521;PROV4838;Kisengwa;Central Africa
-5.38750291;26.99112881;PROV4839;Kongolo;Central Africa
-6.05000001;26.91666701;PROV4840;Kabalo;Central Africa
-7.07000001;29.73300001;PROV4841;Baudouinville;Central Africa
-5.67654401;27.96436801;PROV4842;Kasanga;Central Africa
-3.37288361;29.14487931;PROV4843;Uvira;Central Africa
-2.70000001;27.35000001;PROV4844;Shabunda;Central Africa
-4.42384471;26.67007371;PROV4845;Kasongo;Central Africa
-4.73333301;26.95000001;PROV4846;Kitete;Central Africa
-5.25183321;25.20966521;PROV4847;Tshofa;Central Africa
-4.97291201;23.43675601;PROV4848;Lusambo;Central Africa
-5.55243901;23.11139721;PROV4849;Kangonde;Central Africa
-2.29515601;23.27098101;PROV4850;Lomela;Central Africa
-0.98468001;21.74774001;PROV4851;Itoko;Central Africa
-0.77583991;22.75394491;PROV4852;Mondombe;Central Africa
-0.50931301;24.22905901;PROV4853;Opala;Central Africa
-3.05167201;26.86706101;PROV4854;Misisi;Central Africa
-1.36808601;26.80636201;PROV4855;Aluta;Central Africa
0.49000001;29.45000001;PROV4856;Beni;Central Africa
1.02736551;29.95381721;PROV4857;Boga;Central Africa
-0.00041801;27.06454001;PROV4858;Wandi;Central Africa
0.00000001;24.56666701;PROV4859;Yongama;Central Africa
-4.316944;15.327778;PROV4860;Barumbu;Central Africa
1.5073967;21.0728664;PROV4861;Bongandanga;Central Africa
0.1465158;21.7003547;PROV4862;Mompono;Central Africa
1.222222;19.802778;PROV4863;Basankusu;Central Africa
0.51666701;19.04000001;PROV4864;Bombimba;Central Africa
1.6136306;19.1077389;PROV4865;Nouvelle-Anvers;Central Africa
2.71882991;18.40683431;PROV4866;Dongo;Central Africa
4.65000001;18.63333301;PROV4867;Libenge;Central Africa
4.30004501;21.18071801;PROV4868;Banzyville;Central Africa
2.14861101;21.51361101;PROV4869;Lisala;Central Africa
1.23333301;23.06000001;PROV4870;Basoko;Central Africa
0.76747501;24.44140401;PROV4871;Yangambi;Central Africa
2.81700001;24.73300001;PROV4872;Buta;Central Africa
3.13601231;26.89692341;PROV4873;Poko;Central Africa
3.69219601;27.89506001;PROV4874;Niangara;Central Africa
4.71701301;25.83066901;PROV4875;Gwane;Central Africa
4.72842651;27.68455081;PROV4876;Doruma;Central Africa
3.86666701;30.23333301;PROV4877;Aba;Central Africa
1.79627011;30.22467001;PROV4878;Kilo;Central Africa
2.70449421;29.04017381;PROV4879;Gombari;Central Africa
1.62000001;29.03630001;PROV4880;Mambasa;Central Africa
-1.70236811;18.28520491;PROV4881;Lake Mai-Ndombe;Lake
-8.93683531;28.76644081;PROV4882;Lake Mweru;Lake
2.05000001;18.05000001;PROV4883;Dongou;Central Africa
2.20357441;16.18676631;PROV4884;Bomassa;Central Africa
0.54053301;16.62631001;PROV4885;Pikounda;Central Africa
0.42866321;14.69668321;PROV4886;Mbomo;Central Africa
0.02028341;14.88924731;PROV4887;Etoumbi;Central Africa
-1.86997411;15.88187661;PROV4888;Gamboma;Central Africa
-2.55;14.75;PROV4889;Djambala;Central Africa
-3.685833;13.345833;PROV4890;Sibiti;Central Africa
-4.1166037;13.0673833;PROV4891;Loudima;Central Africa
-0.716667;8.783333;PROV4892;Port-Gentil;Central Africa
-2.933333;10.983333;PROV4893;Tchibanga;Central Africa
-1.863889;11.0575;PROV4894;Mouila;Central Africa
-0.7015457;10.2403858;PROV4895;Lambarene;Central Africa
-1.1413444;12.4667204;PROV4896;Koulamoutou;Central Africa
0.9931336;9.5770844;PROV4897;Cocobeach;Central Africa
-0.093632;11.9490718;PROV4898;Booue;Central Africa
0.566667;12.866667;PROV4899;Makokou;Central Africa
-1.406944;5.632222;PROV4900;San Antonio de Pale;Central Africa
-23.268333;46.104444;PROV4901;Betroka;Madagascar
-25.1720132;46.0897124;PROV4902;Ambovombe;Madagascar
-25.033333;46.983333;PROV4903;Fort-Dauphin;Madagascar
-22.15000001;48.00000001;PROV4904;Manakara;Madagascar
-19.894468;48.8070527;PROV4905;Mahanoro;Madagascar
-15.433333;49.75;PROV4906;Maroantsetra;Madagascar
-14.9061237;50.2785486;PROV4907;Antalaha;Madagascar
-12.3231349;49.2942833;PROV4908;Diego-Suarez;Madagascar
-14.876225;47.98345;PROV4909;Antsohihy;Madagascar
-18.05242831;44.03419611;PROV4910;Maintirano;Madagascar
-19.86666701;47.03333301;PROV4911;Antsirabe;Madagascar
-20.28472201;44.31750001;PROV4912;Morondava;Madagascar
-23.35000001;43.66666701;PROV4913;Tulear;Madagascar
-25.40798981;32.26538871;PROV4914;Moamba;East Africa
-23.92100001;32.16200001;PROV4915;Massingir;East Africa
-25.05000001;33.65000001;PROV4916;Joao Belo;East Africa
-23.39567441;33.45657081;PROV4917;Dindiza;East Africa
-22.85194831;31.96721821;PROV4918;Mapai;East Africa
-23.86666701;35.38333301;PROV4919;Inhambane;East Africa
-20.99455101;35.01079201;PROV4920;Nova Mambone;East Africa
-21.67082831;35.09111421;PROV4921;Jofane;East Africa
-19.20390731;34.86241661;PROV4922;Sofala;East Africa
-20.32737401;33.88577471;PROV4923;Chibabava;East Africa
-19.11989001;33.46860901;PROV4924;Vila Pery;East Africa
-17.44166701;35.02722201;PROV4925;Vila de Sena;East Africa
-18.06874101;33.17390101;PROV4926;Vila Gouveia;East Africa
-15.61666701;30.45000001;PROV4927;Zumbo;East Africa
-16.55896401;34.64885001;PROV4928;Benga;East Africa
-16.85000001;36.98333301;PROV4929;Mocuba;East Africa
-16.64444821;38.48499231;PROV4930;Pebane;East Africa
-15.63100001;37.69200001;PROV4931;Alto Molócue;East Africa
-15.32028391;36.86807911;PROV4932;Gurue;East Africa
-14.79288;36.5406;PROV4933;Nova Freixo;East Africa
-12.132407;37.153732;PROV4934;Quanantusi;East Africa
-13.418100;37.098801;PROV4935;Mtarica;East Africa
-13.9287376;37.1392603;PROV4936;Maua;East Africa
-11.614841;39.1543677;PROV4937;Mueda;East Africa
-10.7743717;40.4745459;PROV4938;Palma;East Africa
-10.5969821;40.5101704;PROV4939;Quionga;East Africa
-12.5693852;38.8205454;PROV4940;Montepuez;East Africa
-15.0379011;40.7350459;PROV4941;Moçambique;East Africa
-14.3984951;38.8205454;PROV4942;Mecuburi;East Africa
-16.244;39.907;PROV4943;António Enes;East Africa
-15.6920488;31.7651362;PROV4944;Cabora Bassa;Lake
-14.3816618;34.3254842;PROV4945;Dedza;South Africa
-9.933333;33.933333;PROV4946;Karonga;South Africa
-13.0829658;22.6883969;PROV4947;Chavuma;South Africa
-16.1178235;23.2960171;PROV4948;Senanga;South Africa
-14.794013;24.797250;PROV4949;Lialui;South Africa
-12.488078;24.324838;PROV4950;Muyanga;South Africa
-12.1668712;26.3839765;PROV4951;Solwezi;South Africa
-13.4554581;25.8344308;PROV4952;Kasempa;South Africa
-14.9848228;27.0617553;PROV4953;Mumbwa;South Africa
-17.7806088;25.2778317;PROV4954;Kazungula;South Africa
-17.1094686;26.6081653;PROV4955;Kalomo;South Africa
-12.9906407;28.6498144;PROV4956;Ndola;South Africa
-14.4285061;28.451357;PROV4957;Broken Hill;South Africa
-13.2325565;30.2339635;PROV4958;Serenje;South Africa
-14.2412572;31.3198491;PROV4959;Petauke;South Africa
-9.816667;28.75;PROV4960;Kazembe;South Africa
-10.528869;32.070199;PROV4961;Mirongo;South Africa
-11.8280231;31.4513314;PROV4962;Mpika;South Africa
-9.3790072;30.1242853;PROV4963;Mporokoso;South Africa
-8.4816895;28.9383082;PROV4964;Chiengi;South Africa
-11.1892053;28.8888064;PROV4965;Fort Rosebery;South Africa
-11.1135082;29.8352303;PROV4966;Lake Bangweulu;Lake
-16.9556508;27.9717606;PROV4967;Lake Kariba;Lake
-18.189722;31.55;PROV4968;Marandellas;South Africa
-17.4;32.216667;PROV4969;Mutoko;South Africa
-16.765;31.575;PROV4970;Mount Darwin;South Africa
-16.81000001;29.07000001;PROV4971;Karoi;South Africa
-17.983641;27.537531;PROV4972;Kariyangwe;South Africa
-18.34000001;29.09000001;PROV4973;Gatooma;South Africa
-17.35;30.2;PROV4974;Sinoia;South Africa
-19.6409197;31.1538564;PROV4975;Gutu;South Africa
-20.074444;30.832778;PROV4976;Fort Victoria;South Africa
-21.038889;31.677778;PROV4977;Chiredzi;South Africa
-20.2325;28.7036111;PROV4978;Tuli;South Africa
-20.333333;30.033333;PROV4979;Zvishavane;South Africa
-20.945;29.025;PROV4980;Gwanda;South Africa
-19.360912;27.730599;PROV4981;Gwaai;South Africa
-18.36472201;26.05000001;PROV4982;Wankie;South Africa
-21.698306;21.64872;PROV4983;Ghanzi;South Africa
-23.916944;21.826389;PROV4984;Lehututu;South Africa
-24.4;23.883333;PROV4985;Sekoma;South Africa
-24.983333;25.35;PROV4986;Kanye;South Africa
-22.383333;26.716667;PROV4987;Serowe;South Africa
-22.152199;28.135285;PROV4988;Phalatswe;South Africa
-19.958269;25.762238;PROV4989;Zandgara;South Africa
-21.036944;24.409167;PROV4990;Rakops;South Africa
-18.735117;24.399934;PROV4991;Muckla;South Africa
-28.873361;28.041583;PROV4992;Hlotse;South Africa
-27.43;29.16;PROV4993;Vrede;South Africa
-27.283333;28.516667;PROV4994;Frankfort;South Africa
-28.55;25.233333;PROV4995;Boshof;South Africa
-29.75;25.316667;PROV4996;Fauresmith;South Africa
-30.253889;25.703889;PROV4997;Springfontein;South Africa
-30.3;27.083333;PROV4998;Zastron;South Africa
-30.2125;26.531389;PROV4999;Smithfield;South Africa
-28.873694;27.878111;PROV5000;Ficksburg;South Africa
-28.23333301;28.04000001;PROV5001;Bethlehem;South Africa
-27.65;25.59;PROV5002;Bloemhof;South Africa
-26.1093224;26.1713917;PROV5003;Lichtenburg;South Africa
-26.8598225;26.6317514;PROV5004;Klerksdorp;South Africa
-25.533333;26.083333;PROV5005;Zeerust;South Africa
-23.6664659;27.7448285;PROV5006;Ellisras;South Africa
-23.0462413;29.9046562;PROV5007;Louis Trichardt;South Africa
-23.995;30.521;PROV5008;Leydsdorp;South Africa
-24.7;28.406111;PROV5009;Nylstroom;South Africa
-26.4578664;29.466654;PROV5010;Bethal;South Africa
-25.09600001;30.44600001;PROV5011;Lydenburg;South Africa
-25.8727817;29.2553229;PROV5012;Witbank;South Africa
-27.00000001;30.08000001;PROV5013;Piet Retief;South Africa
-27.76694401;30.08000001;PROV5014;Vryheid;South Africa
-28.316667;31.416667;PROV5015;Ulundi;South Africa
-28.5596713;29.780789;PROV5016;Ladysmith;South Africa
-29.6006068;30.3794118;PROV5017;Pietermaritzburg;South Africa
-30.75000001;30.45000001;PROV5018;Port Shepstone;South Africa
-30.553889;29.426944;PROV5019;Kokstad;South Africa
-31.6288;29.5369;PROV5020;Port Saint Johns;South Africa
-30.6914475;28.5051382;PROV5021;Mount Fletcher;South Africa
-31.6066839;28.7780987;PROV5022;Umtata;South Africa
-32.7901325;26.8329509;PROV5023;Alice;South Africa
-30.70000001;26.07000001;PROV5024;Aliwal North;South Africa
-31.396111;26.363056;PROV5025;Molteno;South Africa
-32.183333;25.616667;PROV5026;Cradock;South Africa
-31.52300001;27.69800001;PROV5027;Cala;South Africa
-33.30000001;26.526667;PROV5028;Grahamstown;South Africa
-32.716667;25.583333;PROV5029;Somerset East;South Africa
-32.252222;24.540556;PROV5030;Graaff-Reinet;South Africa
-33.333333;24.333333;PROV5031;Steytlerville;South Africa
-34.033333;24.766667;PROV5032;Humansdorp;South Africa
-33.6007225;22.2026347;PROV5033;Oudtshoorn;South Africa
-31.95;23.766667;PROV5034;Murraysburg;South Africa
-33.1972101;20.8612525;PROV5035;Laingsburg;South Africa
-34.033333;20.433333;PROV5036;Swellendam;South Africa
-34.533333;20.041667;PROV5037;Bredasdorp;South Africa
-33.645;19.443611;PROV5038;Worcester;South Africa
-32.9;18.766667;PROV5039;Piketberg;South Africa
-32.178611;18.891111;PROV5040;Clanwilliam;South Africa
-29.2415382;16.9004472;PROV5041;Port Nolloth;South Africa
-29.35;21.15;PROV5042;Kenhardt;South Africa
-31.4703452;19.7948852;PROV5043;Calvinia;South Africa
-31.35;20.916667;PROV5044;Williston;South Africa
-31.403056;23.120556;PROV5045;Victoria West;South Africa
-30.71666701;25.01000001;PROV5046;Colesberg;South Africa
-29.933333;23.666667;PROV5047;Strydenburg;South Africa
-29.668333;22.743889;PROV5048;Prieska;South Africa
-30.966667;22.133333;PROV5049;Carnarvon;South Africa
-26.7478047;20.0256113;PROV5050;Rietfontein;South Africa
-26.127;23.775;PROV5051;Morokweng;South Africa
-25.855978;25.64031;PROV5052;Mafeking;South Africa
-26.9584048;24.7298615;PROV5053;Vryburg;South Africa
-27.4633739;23.4339947;PROV5054;Kuruman;South Africa
-28.3279;23.0706;PROV5055;Postmasburg;South Africa
-28.85;23.25;PROV5056;Griquatown;South Africa
-17.891485;22.490121;PROV5057;Maheni;Southwest Africa
-19.25000001;17.07000001;PROV5058;Tsumeb;Southwest Africa
-17.9051839;15.9758633;PROV5059;Ondangwa;Southwest Africa
-18.3012118;13.6529139;PROV5060;Kaoko Otavi;Southwest Africa
-18.31666671;12.05000001;PROV5061;Okau;Southwest Africa
-19.125278;13.616667;PROV5062;Sesfontein;Southwest Africa
-21.983333;16.916667;PROV5063;Okahandja;Southwest Africa
-19.566667;18.116667;PROV5064;Grootfontein;Southwest Africa
-22.433333;18.966667;PROV5065;Gobabis;Southwest Africa
-24.8598097;18.8046491;PROV5066;Gochas;Southwest Africa
-24.633333;17.966667;PROV5067;Mariental;Southwest Africa
-27.485398;15.656625;PROV5068;Hohenfels;Southwest Africa
-26.5090889;17.1514061;PROV5069;Bethanie;Southwest Africa
-26.578611;18.133333;PROV5070;Keetmanshoop;Southwest Africa
-28.45;18.733;PROV5071;Warmbad;Southwest Africa
-16.3234581;22.104272;PROV5072;Katiba;Central Africa
-12.657381;18.445816;PROV5073;Neves Ferreira;Central Africa
-9.423333;18.432778;PROV5074;Capenda-Camulemba;Central Africa
-7.366667;20.816667;PROV5075;Kioko;Central Africa
-11.5613991;20.7822772;PROV5076;Katema;Central Africa
-11.8922753;22.9029014;PROV5077;Cazombo;Central Africa
-13.926906;20.783785;PROV5078;Kangamba;Central Africa
-14.658831;16.207980;PROV5079;Kitongo;Central Africa
-17.6053207;18.6264694;PROV5080;Cuangar;Central Africa
-16.709957;14.006043;PROV5081;Houmbe;Central Africa
-15.830080;16.405734;PROV5082;Maria Pia;Central Africa
-12.5905158;13.416501;PROV5083;Benguela;Central Africa
-10.85;14.366667;PROV5084;Gabela;Central Africa
-12.383333;16.933333;PROV5085;Silva Porto;Central Africa
-8.706781;17.625216;PROV5086;Kassange;Central Africa
-6.267778;14.25;PROV5087;Sao Salvador;Central Africa
-9.3;14.916667;PROV5088;Vila Salazar;Central Africa
-6.695853;15.1405147;PROV5089;Damba;Central Africa
-11.2;13.841667;PROV5090;Novo Redondo;Central Africa
-7.863084;13.1192563;PROV5091;Ambriz;Central Africa
-37.0680421;-12.3113147;PROV5092;Edinburgh of the Seven Seas;Central Africa
-21.4166667;39.7;PROV5093;Bassas da India & Ile Europa;Madagascar
-17.0608333;42.7202778;PROV5094;Ile Juan de Nova;Madagascar
-11.50000001;47.3333333;PROV5095;Iles Glorieuses;Madagascar
-15.8666667;54.4166667;PROV5096;Tromelin Island;Madagascar
-9.70000001;47.05000001;PROV5097;Aldabra Group;Madagascar
-10.1967849;51.1559259;PROV5098;Farquhar Group;Madagascar
-10.3887245;56.6184248;PROV5099;Vingt Cinq;Madagascar
-16.6333333;59.6333333;PROV5100;Cargados Carajos Shoals;Madagascar
36.334394;-0.000598;PROV5101;West Coast of Algeria;Western mediterranean
37.301821;2.965711;PROV5102;Coast of Algeria ;Western mediterranean
37.546118;6.525281;PROV5103;Coast of Algeria ;Western mediterranean
