From;To;Type;Through;Comment;;;;;;
859;3897;river;0;Comodoro Rivadavia - Gaiman;;;;;;
859;2655;river;0;Comodoro Rivadavia - Trelew;;;;;;
3904;1943;river;0;Carmen de Patagones - Bahia Blanca;;;;;;
3904;3915;river;0;Carmen de Patagones - Guatraché;;;;;;
3900;3915;river;0;Rio Colorado - Guatraché;;;;;;
3900;3914;river;0;Rio Colorado - 25 de Mayo;;;;;;
3914;3901;river;0;25 de Mayo - General Roca;;;;;;
3914;862;river;0;25 de Mayo - Neuquén;;;;;;
862;2934;river;0;Neuquén - Malargue;;;;;;
2934;3902;river;0;Malargue - Zapala;;;;;;
3914;3915;river;0;25 de Mayo - Guatraché;;;;;;
3914;3916;river;0;25 de Mayo - General Acha;;;;;;
3916;3918;river;0;General Acha - San Rafael;;;;;;
3918;3949;river;0;San Rafael - Villa Mercedes;;;;;;
3949;3919;river;0;Villa Mercedes - Villa Nueva;;;;;;
3919;2956;river;0;Villa Nueva - San Luis;;;;;;
3919;855;river;0;Villa Nueva - San Juan;;;;;;
851;3922;river;0;Buenos Aires - Gualeguaychú;;;;;;
2933;3922;river;0;San Nicolas de los Arroyos - Gualeguaychú;;;;;;
2933;2654;river;0;San Nicolas de los Arroyos - Parana;;;;;;
2654;845;river;0;Parana - Rosario;;;;;;
2654;3929;river;0;Parana - Esperanza;;;;;;
3929;2998;river;0;Esperanza - Santa Fe;;;;;;
2998;3927;river;0;Santa Fe - Rafaela;;;;;;
3927;3928;river;0;Rafaela - Reconquista;;;;;;
3927;3943;river;0;Rafaela - Anatuya;;;;;;
3943;3944;river;0;Anatuya - Villa Atamisqui;;;;;;
3943;3941;river;0;Anatuya - La Banda;;;;;;
3941;3942;river;0;La Banda - Monte Quemado;;;;;;
3942;3932;river;0;Monte Quemado - Metán;;;;;;
3932;3933;river;0;Metán - Joaquin Victor Gonzalez;;;;;;
3779;3776;river;0;Mercedes - Paysandu;;;;;;
3776;3780;river;0;Paysandu - Durazno;;;;;;
3780;3777;river;0;Durazno - Rivera;;;;;;
3777;3778;river;0;Rivera - Melo;;;;;;
3776;3922;river;0;Paysandu - Gualeguaychú;;;;;;
3776;3923;river;0;Paysandu - Concordia;;;;;;
3923;833;river;0;Concordia - Salto;;;;;;
833;3920;river;0;Salto - Goya;;;;;;
833;3921;river;0;Salto - Paso de los Libres;;;;;;
3921;4055;river;0;Paso de los Libres - Uruguaiana;;;;;;
5445;3921;river;0;Sao Borja - Paso de los Libres;;;;;;
5445;2931;river;0;Sao Borja - Posadas;;;;;;
2931;4058;river;0;Posadas - Ijui;;;;;;
4058;5444;river;0;Ijui - Clevelandia;;;;;;
4058;4048;river;0;Ijui - Chapecó;;;;;;
4048;4054;river;0;Chapecó - Passo Fundo;;;;;;
4054;4049;river;0;Passo Fundo - Lages;;;;;;
4049;2661;river;0;Lages - Caxias do Sul;;;;;;
2998;2654;river;0;Santa Fe - Parana;;;;;;
2998;3923;river;0;Santa Fe - Concordia;;;;;;
2998;3920;river;0;Santa Fe - Goya;;;;;;
3920;3928;river;0;Goya - Reconquista;;;;;;
3928;850;river;0;Reconquista - Corrientes;;;;;;
850;844;river;0;Corrientes - Resistencia;;;;;;
850;3811;river;0;Corrientes - Pilar;;;;;;
850;2991;river;0;Corrientes - Encarnación;;;;;;
2991;2931;river;0;Encarnación - Posadas;;;;;;
2931;4043;river;0;Posadas - Foz do Iguaçu;;;;;;
844;3811;river;0;Resistencia - Pilar;;;;;;
844;2554;river;0;Resistencia - Formosa;;;;;;
844;5450;river;0;Resistencia - Comandante Fontana;;;;;;
5450;3926;river;0;Comandante Fontana - Presidencia Roque Sáenz Pena;;;;;;
3926;3924;river;0;Presidencia Roque Sáenz Pena - Ingeniero Juárez;;;;;;
3924;3933;river;0;Ingeniero Juárez - Joaquin Victor Gonzalez;;;;;;
3933;3930;river;0;Joaquin Victor Gonzalez - Tartagal;;;;;;
3930;3931;river;0;Tartagal - San Ramón de la Nueva Orán;;;;;;
3930;7423;river;0;Tartagal - Los Toldos;;;;;;
3811;2554;river;0;Pilar - Formosa;;;;;;
2554;846;river;0;Formosa - Asunción;;;;;;
2554;837;river;0;Formosa - Villa Hayes;;;;;;
837;5450;river;0;Villa Hayes - Comandante Fontana;;;;;;
5450;5451;river;0;Comandante Fontana - Estero Patino;;;;;;
5451;3924;river;0;Estero Patino - Ingeniero Juárez;;;;;;
3924;3817;river;0;Ingeniero Juárez - Boquerón ;;;;;;
3924;3812;river;0;Ingeniero Juárez - Camacho;;;;;;
3812;3930;river;0;Camacho - Tartagal;;;;;;
3930;5452;river;0;Tartagal - Villamontes;;;;;;
846;837;river;0;Asunción - Villa Hayes;;;;;;
837;3810;river;0;Villa Hayes - Caaguazu;;;;;;
3810;3814;river;0;Caaguazu - Pozo Colorado;;;;;;
3814;3809;river;0;Pozo Colorado - Pedro Juan Caballero;;;;;;
3809;3815;river;0;Pedro Juan Caballero - Fuerte Olimpo;;;;;;
3815;3982;river;0;Fuerte Olimpo - Bela Vista;;;;;;
3815;5440;river;0;Fuerte Olimpo - Nioaque;;;;;;
2991;4043;river;0;Encarnación - Foz do Iguaçu;;;;;;
4043;3813;river;0;Foz do Iguaçu - Villa Ygatimi;;;;;;
3813;5443;river;0;Villa Ygatimi - Guaira;;;;;;
3856;5452;river;0;Tarija - Villamontes;;;;;;
3856;3850;river;0;Tarija - Camiri;;;;;;
3850;7419;river;0;Camiri - Camargo;;;;;;
3850;3857;river;0;Camiri - Potosi;;;;;;
3857;838;river;0;Potosi - Sucre;;;;;;
3816;5440;river;0;Bahia Negra - Nioaque;;;;;;
5440;2375;river;0;Nioaque - Puerto Suarez;;;;;;
827;3850;river;0;Santa Cruz de la Sierra - Camiri;;;;;;
827;3853;river;0;Santa Cruz de la Sierra - Concepción;;;;;;
3853;3849;river;0;Concepción - Montero;;;;;;
3853;3846;river;0;Concepción - Santa Ana del Yacuma;;;;;;
3846;836;river;0;Santa Ana del Yacuma - Trinidad;;;;;;
3846;3847;river;0;Santa Ana del Yacuma - San Joaquin;;;;;;
3847;3845;river;0;San Joaquin - Riberalta;;;;;;
3845;3998;river;0;Riberalta - Guajará-Mirim;;;;;;
3998;828;river;0;Guajará-Mirim - Cobija;;;;;;
3998;7420;river;0;Guajará-Mirim - Argelia;;;;;;
7420;824;river;0;Argelia - Porto Velho;;;;;;
828;3845;river;0;Cobija - Riberalta;;;;;;
828;3844;river;0;Cobija - Ixiamas;;;;;;
3844;3845;river;0;Ixiamas - Riberalta;;;;;;
3845;3842;river;0;Riberalta - Puerto Acosta;;;;;;
3842;3846;river;0;Puerto Acosta - Santa Ana del Yacuma;;;;;;
3842;3843;river;0;Puerto Acosta - Cochabamba;;;;;;
3843;832;river;0;Cochabamba - La Paz;;;;;;
3843;2374;river;0;Cochabamba - Oruro;;;;;;
3847;3998;river;0;San Joaquin - Guajará-Mirim;;;;;;
3847;3996;river;0;San Joaquin - Vilhena;;;;;;
3996;3848;river;0;Vilhena - San Ignacio de Velasco;;;;;;
3848;3993;river;0;San Ignacio de Velasco - Comodoro;;;;;;
7425;3961;river;0;Contamana - Envira;;;;;;
7425;3958;river;0;Contamana - Benjamin Constant;;;;;;
3958;3827;river;0;Benjamin Constant - Caballococha;;;;;;
3833;3834;river;0;Masisea - Quillabamba;;;;;;
3833;821;river;0;Masisea - Pucallpa;;;;;;
821;7425;river;0;Pucallpa - Contamana;;;;;;
7425;7426;river;0;Contamana - Santa Catalina;;;;;;
7425;3826;river;0;Contamana - Lagunas;;;;;;
3826;1988;river;0;Lagunas - Requena;;;;;;
1988;818;river;0;Requena - Iquitos;;;;;;
1988;3820;river;0;Requena - Orán ;;;;;;
3820;3827;river;0;Orán  - Caballococha;;;;;;
3827;2738;river;0;Caballococha - Leticia;;;;;;
3828;821;river;0;Huánuco - Pucallpa;;;;;;
3828;7426;river;0;Huánuco - Santa Catalina;;;;;;
7426;2497;river;0;Santa Catalina - Tarapoto;;;;;;
7426;7424;river;0;Santa Catalina - Santa Maria de Cahuapanas;;;;;;
7424;3826;river;0;Santa Maria de Cahuapanas - Lagunas;;;;;;
3826;3824;river;0;Lagunas - Borja;;;;;;
3826;818;river;0;Lagunas - Iquitos;;;;;;
3828;3830;river;0;Huánuco - Huaraz;;;;;;
3828;3829;river;0;Huánuco - Cajamarca;;;;;;
3829;2497;river;0;Cajamarca - Tarapoto;;;;;;
2497;908;river;0;Tarapoto - Jaén;;;;;;
908;7424;river;0;Jaén - Santa Maria de Cahuapanas;;;;;;
7424;7434;river;0;Santa Maria de Cahuapanas - Orellana;;;;;;
7424;3824;river;0;Santa Maria de Cahuapanas - Borja;;;;;;
908;3829;river;0;Jaén - Cajamarca;;;;;;
908;2049;river;0;Jaén - Chiclayo;;;;;;
3820;818;river;0;Orán  - Iquitos;;;;;;
3820;3823;river;0;Orán  - Arabella;;;;;;
2930;3788;river;0;Pebas - Puerto Arica;;;;;;
3788;3821;river;0;Puerto Arica - Puerto Arturo;;;;;;
3821;3790;river;0;Puerto Arturo - Puerto Leguizamo;;;;;;
3823;3822;river;0;Arabella - Pantoja;;;;;;
3823;3787;river;0;Arabella - Sucumbios;;;;;;
3787;3786;river;0;Sucumbios - Tena;;;;;;
3787;3790;river;0;Sucumbios - Puerto Leguizamo;;;;;;
3787;2927;river;0;Sucumbios - Pasto;;;;;;
2738;3958;river;0;Leticia - Benjamin Constant;;;;;;
2738;3788;river;0;Leticia - Puerto Arica;;;;;;
3788;3954;river;0;Puerto Arica - Tabatinga;;;;;;
3789;3964;river;0;La Chorrera - Maraa;;;;;;
3789;3792;river;0;La Chorrera - Mitu;;;;;;
3789;3791;river;0;La Chorrera - Cartagena del Chaira;;;;;;
3791;3790;river;0;Cartagena del Chaira - Puerto Leguizamo;;;;;;
3790;819;river;0;Puerto Leguizamo - Florencia;;;;;;
3794;867;river;0;La Uribe - Villavicencio;;;;;;
867;3793;river;0;Villavicencio - Calamar;;;;;;
3793;3797;river;0;Calamar - Carabuja;;;;;;
3797;2675;river;0;Carabuja - Obando;;;;;;
3797;3875;river;0;Carabuja - San Fernando de Atabapo;;;;;;
3797;2658;river;0;Carabuja - Puerto Ayacucho;;;;;;
3797;3865;river;0;Carabuja - San Fernando de Apure;;;;;;
3797;3798;river;0;Carabuja - Arauca;;;;;;
3798;867;river;0;Arauca - Villavicencio;;;;;;
3795;819;river;0;Popayan - Florencia;;;;;;
3795;2660;river;0;Popayan - Neiva;;;;;;
2660;2925;river;0;Neiva - Ibague;;;;;;
2660;3803;river;0;Neiva - Pereira;;;;;;
3803;812;river;0;Pereira - Santa Fe de Bogotá;;;;;;
3803;3801;river;0;Pereira - Barrancabermeja;;;;;;
3801;813;river;0;Barrancabermeja - Medellín;;;;;;
3801;3806;river;0;Barrancabermeja - Mompox;;;;;;
3806;3802;river;0;Mompox - Aguachica;;;;;;
3806;2924;river;0;Mompox - Santa Marta;;;;;;
2924;890;river;0;Santa Marta - Barranquilla;;;;;;
890;3806;river;0;Barranquilla - Mompox;;;;;;
3806;3807;river;0;Mompox - Monteria;;;;;;
3807;813;river;0;Monteria - Medellín;;;;;;
813;3808;river;0;Medellín - Antioquia;;;;;;
3808;3803;river;0;Antioquia - Pereira;;;;;;
3803;868;river;0;Pereira - Cali;;;;;;
868;2925;river;0;Cali - Ibague;;;;;;
3875;2658;river;0;San Fernando de Atabapo - Puerto Ayacucho;;;;;;
3875;3873;river;0;San Fernando de Atabapo - La Esmeralda;;;;;;
3873;3874;river;0;La Esmeralda - San Carlos de Rio Negro;;;;;;
2658;3865;river;0;Puerto Ayacucho - San Fernando de Apure;;;;;;
3865;3866;river;0;San Fernando de Apure - Caicara del Orinoco;;;;;;
3866;3867;river;0;Caicara del Orinoco - San Juan de Los Morros;;;;;;
3866;3870;river;0;Caicara del Orinoco - El Tigre;;;;;;
3870;869;river;0;El Tigre - Ciudad Bolivar;;;;;;
3870;3871;river;0;El Tigre - San Félix;;;;;;
3871;810;river;0;San Félix - Maturín;;;;;;
873;871;river;0;Georgetown - Bartica;;;;;;
871;3888;river;0;Bartica - Wismar;;;;;;
3888;3887;river;0;Wismar - Annai;;;;;;
873;3890;river;0;Georgetown - Nieuw-Nickerie;;;;;;
3890;3888;river;0;Nieuw-Nickerie - Wismar;;;;;;
3888;3889;river;0;Wismar - Red Cliff;;;;;;
3889;3890;river;0;Red Cliff - Nieuw-Nickerie;;;;;;
3889;3891;river;0;Red Cliff - Brokopondo;;;;;;
874;875;river;0;Paramaribo - Cayenne;;;;;;
874;3892;river;0;Paramaribo - Saint-Laurent-du-Maroni;;;;;;
3892;3891;river;0;Saint-Laurent-du-Maroni - Brokopondo;;;;;;
3891;5420;river;0;Brokopondo - Pililipou;;;;;;
875;5427;river;0;Cayenne - Oiapoque;;;;;;
5427;3892;river;0;Oiapoque - Saint-Laurent-du-Maroni;;;;;;
4043;5444;river;0;Foz do Iguaçu - Clevelandia;;;;;;
4043;4045;river;0;Foz do Iguaçu - Palmas;;;;;;
4045;4044;river;0;Palmas - Guarapuava;;;;;;
4045;4042;river;0;Palmas - Ponta Grossa;;;;;;
4042;4050;river;0;Ponta Grossa - Caçador;;;;;;
5443;3981;river;0;Guaira - Ponta Pora;;;;;;
3981;2672;river;0;Ponta Pora - Londrina;;;;;;
2672;5441;river;0;Londrina - Bataypora;;;;;;
2672;4082;river;0;Londrina - Presidente Prudente;;;;;;
2672;4081;river;0;Londrina - Marilia;;;;;;
4081;4046;river;0;Marilia - Santo Antônio da Platina;;;;;;
4046;4077;river;0;Santo Antônio da Platina - Sorocaba;;;;;;
4082;5441;river;0;Presidente Prudente - Bataypora;;;;;;
4082;3984;river;0;Presidente Prudente - Tres Lagoas;;;;;;
3984;4083;river;0;Tres Lagoas - Araçatuba;;;;;;
4083;3986;river;0;Araçatuba - Paranaiba;;;;;;
4083;4078;river;0;Araçatuba - Sao José do Rio Preto;;;;;;
4078;4080;river;0;Sao José do Rio Preto - Bauru;;;;;;
4080;4079;river;0;Bauru - Piracicaba;;;;;;
4079;4077;river;0;Piracicaba - Sorocaba;;;;;;
4078;3986;river;0;Sao José do Rio Preto - Paranaiba;;;;;;
4078;4068;river;0;Sao José do Rio Preto - Ituiutaba;;;;;;
4068;2320;river;0;Ituiutaba - Ribeirão Preto;;;;;;
2320;4061;river;0;Ribeirão Preto - Uberaba;;;;;;
4061;4063;river;0;Uberaba - Poços de Caldas;;;;;;
4063;2669;river;0;Poços de Caldas - Divinópolis;;;;;;
4068;3986;river;0;Ituiutaba - Paranaiba;;;;;;
4068;4088;river;0;Ituiutaba - Jatai;;;;;;
4068;4087;river;0;Ituiutaba - Itumbiara;;;;;;
4087;2667;river;0;Itumbiara - Uberlandia;;;;;;
2667;4086;river;0;Uberlandia - Luziânia;;;;;;
4086;4064;river;0;Luziânia - Patos de Minas;;;;;;
4086;4070;river;0;Luziânia - Paracatu;;;;;;
3983;5440;river;0;Corumbá - Nioaque;;;;;;
3983;5442;river;0;Corumbá - Fazenda Firme;;;;;;
4064;2669;river;0;Patos de Minas - Divinópolis;;;;;;
4064;4062;river;0;Patos de Minas - Sete Lagoas;;;;;;
4062;4070;river;0;Sete Lagoas - Paracatu;;;;;;
4070;4072;river;0;Paracatu - Pirapora;;;;;;
4070;2668;river;0;Paracatu - Montes Claros;;;;;;
4071;2668;river;0;Januária - Montes Claros;;;;;;
4071;4074;river;0;Januária - Salinas;;;;;;
4071;4001;river;0;Januária - Guanambi;;;;;;
4013;4001;river;0;Santa Maria da Vitória - Guanambi;;;;;;
4013;4003;river;0;Santa Maria da Vitória - Bom Jesus da Lapa;;;;;;
4003;4012;river;0;Bom Jesus da Lapa - Barra;;;;;;
4012;4011;river;0;Barra - Irece;;;;;;
4011;4010;river;0;Irece - Casa Nova;;;;;;
4010;4009;river;0;Casa Nova - Senhor do Bonfim;;;;;;
4010;4008;river;0;Casa Nova - Juazeiro;;;;;;
4008;2742;river;0;Juazeiro - Petrolina;;;;;;
4008;4016;river;0;Juazeiro - Serra Talhada;;;;;;
4008;4014;river;0;Juazeiro - Arapiraca;;;;;;
4014;2665;river;0;Arapiraca - Aracaju;;;;;;
2665;2662;river;0;Aracaju - Maceió;;;;;;
4024;4034;river;0;Parnaiba - Barreirinhas;;;;;;
4024;4029;river;0;Parnaiba - Timon;;;;;;
4029;876;river;0;Timon - Teresina;;;;;;
876;4036;river;0;Teresina - Colinas;;;;;;
4036;4117;river;0;Colinas - Floriano;;;;;;
4036;4028;river;0;Colinas - Uruçui;;;;;;
4028;4031;river;0;Uruçui - Balsas;;;;;;
4031;4027;river;0;Balsas - Corrente;;;;;;
3975;3976;river;0;Baiao - Cametá;;;;;;
3975;5429;river;0;Baiao - Alcobaca;;;;;;
3975;825;river;0;Baiao - Marabá;;;;;;
3975;4037;river;0;Baiao - Sao Vicente do Araguaia;;;;;;
4037;2740;river;0;Sao Vicente do Araguaia - Imperatriz;;;;;;
4037;4031;river;0;Sao Vicente do Araguaia - Balsas;;;;;;
4037;4039;river;0;Sao Vicente do Araguaia - Pedro Afonso;;;;;;
4039;4041;river;0;Pedro Afonso - Santa Maria do Araguaia;;;;;;
4041;2670;river;0;Santa Maria do Araguaia - Porto Nacional;;;;;;
2670;4040;river;0;Porto Nacional - Peixe;;;;;;
4040;4038;river;0;Peixe - Dianópolis;;;;;;
825;4037;river;0;Marabá - Sao Vicente do Araguaia;;;;;;
4037;3968;river;0;Sao Vicente do Araguaia - Conceiçao do Araguaia;;;;;;
3968;4041;river;0;Conceiçao do Araguaia - Santa Maria do Araguaia;;;;;;
3968;4040;river;0;Conceiçao do Araguaia - Peixe;;;;;;
4040;5439;river;0;Peixe - Aldeia Cumare;;;;;;
4040;3991;river;0;Peixe - Araguaiana;;;;;;
3991;4090;river;0;Araguaiana - Niquelândia;;;;;;
3991;4092;river;0;Araguaiana - Goiás;;;;;;
4092;3990;river;0;Goiás - Barra do Garças;;;;;;
4092;5438;river;0;Goiás - Alto Araguaia;;;;;;
5438;4088;river;0;Alto Araguaia - Jatai;;;;;;
3995;3990;river;0;Paranatinga - Barra do Garças;;;;;;
3995;5439;river;0;Paranatinga - Aldeia Cumare;;;;;;
5439;5437;river;0;Aldeia Cumare - Redempcao;;;;;;
5439;5431;river;0;Aldeia Cumare - Sao Francisco;;;;;;
5431;3968;river;0;Sao Francisco - Conceiçao do Araguaia;;;;;;
5431;5429;river;0;Sao Francisco - Alcobaca;;;;;;
5429;3970;river;0;Alcobaca - Altamira;;;;;;
3970;5428;river;0;Altamira - Porto de Moz;;;;;;
5428;3977;river;0;Porto de Moz - Breves;;;;;;
3974;3970;river;0;Almeirim - Altamira;;;;;;
3974;3972;river;0;Almeirim - Monte Alegre;;;;;;
5436;3995;river;0;Chapada dos Guimaraes - Paranatinga;;;;;;
5436;5437;river;0;Chapada dos Guimaraes - Redempcao;;;;;;
5437;5435;river;0;Redempcao - Salto Quedas;;;;;;
5435;5430;river;0;Salto Quedas - Pereirinha;;;;;;
5430;3955;river;0;Pereirinha - Manicoré;;;;;;
5430;3952;river;0;Pereirinha - Parintins;;;;;;
5430;3969;river;0;Pereirinha - Itaituba;;;;;;
3969;3971;river;0;Itaituba - Fordlândia;;;;;;
3969;2992;river;0;Itaituba - Santarem;;;;;;
2992;3972;river;0;Santarem - Monte Alegre;;;;;;
3972;3970;river;0;Monte Alegre - Altamira;;;;;;
3994;3993;river;0;Diamantino - Comodoro;;;;;;
3994;5432;river;0;Diamantino - Alto dos Apiacas;;;;;;
5432;5435;river;0;Alto dos Apiacas - Salto Quedas;;;;;;
5435;3955;river;0;Salto Quedas - Manicoré;;;;;;
824;7422;river;0;Porto Velho - Mutum;;;;;;
7422;3955;river;0;Mutum - Manicoré;;;;;;
3955;3956;river;0;Manicoré - Humaitá;;;;;;
3955;3959;river;0;Manicoré - Careiro;;;;;;
3959;3952;river;0;Careiro - Parintins;;;;;;
3952;3953;river;0;Parintins - Itacoatiara;;;;;;
3953;3969;river;0;Itacoatiara - Itaituba;;;;;;
3969;3973;river;0;Itaituba - Oriximiná;;;;;;
3969;3972;river;0;Itaituba - Monte Alegre;;;;;;
822;3967;river;0;Rio Branco - Cruzeiro do Sul;;;;;;
3967;3956;river;0;Cruzeiro do Sul - Humaitá;;;;;;
3956;3961;river;0;Humaitá - Envira;;;;;;
3961;3959;river;0;Envira - Careiro;;;;;;
3959;3962;river;0;Careiro - Canutama;;;;;;
3959;823;river;0;Careiro - Tefé;;;;;;
3959;820;river;0;Careiro - Manacapuru;;;;;;
3959;872;river;0;Careiro - Manaus;;;;;;
3959;3953;river;0;Careiro - Itacoatiara;;;;;;
872;820;river;0;Manaus - Manacapuru;;;;;;
820;3951;river;0;Manacapuru - Sororoca;;;;;;
3951;5426;river;0;Sororoca - Caracarai;;;;;;
5426;3950;river;0;Caracarai - Maracachita;;;;;;
3950;2737;river;0;Maracachita - Boa Vista;;;;;;
2737;5425;river;0;Boa Vista - Sapara;;;;;;
5426;820;river;0;Caracarai - Manacapuru;;;;;;
820;3963;river;0;Manacapuru - Santa Isabel do Rio Negro;;;;;;
3963;3964;river;0;Santa Isabel do Rio Negro - Maraa;;;;;;
3964;3957;river;0;Maraa - Sao Gabriel da Cachoeira;;;;;;
820;823;river;0;Manacapuru - Tefé;;;;;;
823;3966;river;0;Tefé - Palheta;;;;;;
823;3960;river;0;Tefé - Sao Paulo de Olivença;;;;;;
3960;3962;river;0;Sao Paulo de Olivença - Canutama;;;;;;
3962;3958;river;0;Canutama - Benjamin Constant;;;;;;
820;3966;river;0;Manacapuru - Palheta;;;;;;
3966;3964;river;0;Palheta - Maraa;;;;;;
3964;3965;river;0;Maraa - Tonantins;;;;;;
3966;3960;river;0;Palheta - Sao Paulo de Olivença;;;;;;
3960;3965;river;0;Sao Paulo de Olivença - Tonantins;;;;;;
3965;3954;river;0;Tonantins - Tabatinga;;;;;;
3954;3960;river;0;Tabatinga - Sao Paulo de Olivença;;;;;;
3954;3958;river;0;Tabatinga - Benjamin Constant;;;;;;
;;;;;;;;;;
# Australia;;;;;;;;;;
5947;5946;river;0;Spring - Timber Creek;;;;;;
5947;5953;river;0;Spring - Daly Waters;;;;;;
5967;1706;river;0;Derby - Broome;;;;;;
5967;5968;river;0;Derby - Collins Springs;;;;;;
5967;5965;river;0;Derby - Halls Creek;;;;;;
6006;6007;river;0;Burketown - Normanton;;;;;;
6006;6005;river;0;Burketown - Croydon;;;;;;
6005;6011;river;0;Croydon - Kamileroi;;;;;;
6011;6010;river;0;Kamileroi - Kynuna;;;;;;
6033;1696;river;0;Bowen - Townsville;;;;;;
6033;6024;river;0;Bowen - Charters Towers;;;;;;
6024;6032;river;0;Charters Towers - Avon Downs;;;;;;
6032;6036;river;0;Avon Downs - Moray Downs;;;;;;
6036;6034;river;0;Moray Downs - Albro;;;;;;
6034;6035;river;0;Albro - Jericho;;;;;;
6039;2987;river;0;Cometville - Emerald;;;;;;
6039;6040;river;0;Cometville - Saint Lawrence;;;;;;
6039;1698;river;0;Cometville - Rockhampton;;;;;;
1698;6045;river;0;Rockhampton - Gladstone;;;;;;
6045;6039;river;0;Gladstone - Cometville;;;;;;
6039;6041;river;0;Cometville - Banana;;;;;;
6041;6043;river;0;Banana - Palmtree Creek;;;;;;
6043;6042;river;0;Palmtree Creek - Chinchilla;;;;;;
5940;1733;river;0;Murray Bridge - Mount Gambier;;;;;;
5940;5943;river;0;Murray Bridge - Loxton;;;;;;
5943;5939;river;0;Loxton - Renmark;;;;;;
5939;2978;river;0;Renmark - Mildura;;;;;;
2978;5904;river;0;Mildura - Menindee;;;;;;
2978;5916;river;0;Mildura - Wentworth;;;;;;
5916;2977;river;0;Wentworth - Bendigo;;;;;;
2977;5917;river;0;Bendigo - Moulamein;;;;;;
5917;2975;river;0;Moulamein - Shepparton;;;;;;
2975;2984;river;0;Shepparton - Albury;;;;;;
2984;5900;river;0;Albury - Corryong;;;;;;
5900;1725;river;0;Corryong - Wagga Wagga;;;;;;
5917;5916;river;0;Moulamein - Wentworth;;;;;;
5917;5915;river;0;Moulamein - Griffith;;;;;;
5915;2984;river;0;Griffith - Albury;;;;;;
2984;5914;river;0;Albury - Young;;;;;;
5914;1725;river;0;Young - Wagga Wagga;;;;;;
5915;5916;river;0;Griffith - Wentworth;;;;;;
5915;5919;river;0;Griffith - Mossgiel;;;;;;
5915;5923;river;0;Griffith - Dandaloo;;;;;;
5923;5914;river;0;Dandaloo - Young;;;;;;
5914;2980;river;0;Young - Orange;;;;;;
5916;5904;river;0;Wentworth - Menindee;;;;;;
5904;5920;river;0;Menindee - Baden Park;;;;;;
5920;2982;river;0;Baden Park - Broken Hill;;;;;;
5920;5905;river;0;Baden Park - Wilcannia;;;;;;
5905;5918;river;0;Wilcannia - Cobar;;;;;;
5918;5906;river;0;Cobar - Enngonia;;;;;;
5906;2985;river;0;Enngonia - Bourke;;;;;;
2985;5907;river;0;Bourke - Collarenebri;;;;;;
5907;5922;river;0;Collarenebri - Coonamble;;;;;;
5907;5908;river;0;Collarenebri - Moree;;;;;;
5908;6050;river;0;Moree - Talwood;;;;;;
5908;6051;river;0;Moree - Warwick;;;;;;
6051;5909;river;0;Warwick - Bingara;;;;;;
2985;5922;river;0;Bourke - Coonamble;;;;;;
5922;5923;river;0;Coonamble - Dandaloo;;;;;;
5923;5921;river;0;Dandaloo - Dubbo;;;;;;
5921;2980;river;0;Dubbo - Orange;;;;;;
2980;5924;river;0;Orange - Lithgow;;;;;;
;;;;;;;;;;
# Central America;;;;;;;;;;
4291;2652;river;0;El Rama - Puerto Limón;;;;;;
4291;4290;river;0;El Rama - Alajuela;;;;;;
4292;4290;river;0;Juigalpa - Alajuela;;;;;;
4292;539;river;0;Juigalpa - Managua;;;;;;
4292;4294;river;0;Juigalpa - Siuna;;;;;;
4294;4291;river;0;Siuna - El Rama;;;;;;
4294;2651;river;0;Siuna - Bluefields;;;;;;
2651;4295;river;0;Bluefields - Puerto Cabezas;;;;;;
4295;4296;river;0;Puerto Cabezas - Puerto Lempira;;;;;;
4295;4297;river;0;Puerto Cabezas - Tocoa;;;;;;
4297;4294;river;0;Tocoa - Siuna;;;;;;
4294;4298;river;0;Siuna - Juticalpa;;;;;;
4298;4293;river;0;Juticalpa - Esteli;;;;;;
2649;4304;river;0;Puerto Barrios - Huehuetenango;;;;;;
4314;2649;river;0;Palenque - Puerto Barrios;;;;;;
4314;4305;river;0;Palenque - La Libertad;;;;;;
4314;7378;river;0;Palenque - Tenosique de Pino Suarez;;;;;;
7378;2704;river;0;Tenosique de Pino Suarez - Villahermosa;;;;;;
2704;4313;river;0;Villahermosa - Ciudad del Carmen;;;;;;
4337;4329;river;0;Apatzingan de la Constitución - Zihuatanejo;;;;;;
4337;4328;river;0;Apatzingan de la Constitución - Ciudad Altamirano;;;;;;
4328;4336;river;0;Ciudad Altamirano - Uruapan;;;;;;
4328;4327;river;0;Ciudad Altamirano - Iguala de la Independencia;;;;;;
4327;4326;river;0;Iguala de la Independencia - Chilpancingo de los Bravo;;;;;;
4353;4357;river;0;Mexicali - San Luis Rio Colorado;;;;;;
4353;6145;river;0;Mexicali - Yuma;;;;;;
6268;749;river;0;Brownsville - Matamoros;;;;;;
6268;4377;river;0;Brownsville - Reynosa;;;;;;
2714;4377;river;0;Laredo - Reynosa;;;;;;
2714;4374;river;0;Laredo - Sabinas Hidalgo;;;;;;
2714;4373;river;0;Laredo - Piedras Negras;;;;;;
6269;4373;river;0;Eagle Pass - Piedras Negras;;;;;;
6269;4372;river;0;Eagle Pass - Ciudad Acuna;;;;;;
4372;6263;river;0;Ciudad Acuna - Del Rio;;;;;;
4372;6259;river;0;Ciudad Acuna - Fort Stockton;;;;;;
4372;6261;river;0;Ciudad Acuna - Alpine;;;;;;
